league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success
,,,,,,,,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off
ENG-Premier League,2627,Everton,Jarrad Branthwaite,ENG,DF,24-062,2002,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,0,2,2.0,
ENG-Premier League,2627,Everton,Jordan Pickford,ENG,GK,32-174,1994,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,0,2,2.0,
ENG-Premier League,2627,Everton,Kiernan Dewsbury-Hall,ENG,MF,27-356,1998,1,89,89,98.9,1.0,1,89,0,0,,0,3,2,0,2,2.02,2.02
ENG-Premier League,2627,Everton,Mark Travers,IRL,GK,27-102,1999,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Everton,Merlin Röhl,GER,DF,24-054,2002,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,0,2,2.0,
ENG-Premier League,2627,Everton,Michael Keane,ENG,DF,33-229,1993,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Everton,Nathan Patterson,SCO,DF,24-316,2001,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Everton,Thierno Barry,FRA,FW,23-311,2002,1,78,78,86.7,0.9,1,78,0,0,,0,3,2,0,2,2.31,2.31
ENG-Premier League,2627,Everton,Tyler Dibling,ENG,MF,20-169,2006,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Everton,Tyrique George,ENG,MF,20-205,2006,1,83,83,92.2,0.9,1,83,0,0,,0,3,2,0,2,2.17,2.17
ENG-Premier League,2627,Everton,Vitaliy Mykolenko,UKR,DF,27-091,1999,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,0,2,2.0,
ENG-Premier League,2627,Fulham,Alex Iwobi,NGA,MF,30-117,1996,1,90,90,100.0,1.0,1,90,1,0,,0,0,2,3,-1,-1.0,
ENG-Premier League,2627,Fulham,Antonee Robinson,USA,DF,29-020,1997,1,81,81,90.0,0.9,1,81,0,0,,0,0,2,3,-1,-1.11,-1.11
ENG-Premier League,2627,Fulham,Benjamin Lecomte,FRA,GK,35-124,1991,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Fulham,Bernd Leno,GER,GK,34-177,1992,1,90,90,100.0,1.0,1,90,1,0,,0,0,2,3,-1,-1.0,
ENG-Premier League,2627,Fulham,Calvin Bassey,NGA,DF,26-240,1999,1,90,90,100.0,1.0,1,90,1,0,,0,0,2,3,-1,-1.0,
ENG-Premier League,2627,Fulham,César Palacios,ESP,MF,21-290,2004,1,72,72,80.0,0.8,1,72,0,0,,0,0,2,3,-1,-1.25,-1.25
ENG-Premier League,2627,Fulham,Emile Smith Rowe,ENG,MF,26-031,2000,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Fulham,Gonzalo García,ESP,FW,22-157,2004,1,90,90,100.0,1.0,1,90,1,0,,0,0,2,3,-1,-1.0,
ENG-Premier League,2627,Fulham,Harrison Reed,ENG,MF,31-213,1995,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Fulham,Jorge Cuenca,ESP,DF,26-284,1999,1,90,90,100.0,1.0,1,90,1,0,,0,0,2,3,-1,-1.0,
ENG-Premier League,2627,Fulham,Joshua King,ENG,MF,19-237,2007,1,90,90,100.0,1.0,1,90,1,0,,0,0,2,3,-1,-1.0,
ENG-Premier League,2627,Fulham,Kenny Tete,NED,DF,30-323,1995,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Fulham,Kevin,BRA,MF,23-236,2003,1,18,18,20.0,0.2,0,,0,1,18,0,0,0,0,0,0.0,1.25
ENG-Premier League,2627,Fulham,Luc De Fougerolles,CAN,DF,20-320,2005,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Fulham,Oscar Bobb,NOR,MF,23-047,2003,1,66,66,73.3,0.7,1,66,0,0,,0,0,2,3,-1,-1.36,-1.36
ENG-Premier League,2627,Fulham,Rodrigo Muniz,BRA,FW,25-116,2001,1,9,9,10.0,0.1,0,,0,1,9,0,0,0,0,0,0.0,1.11
ENG-Premier League,2627,Fulham,Ryan Sessegnon,ENG,"DF,FW",26-102,2000,1,18,18,20.0,0.2,0,,0,1,18,0,0,0,0,0,0.0,1.25
ENG-Premier League,2627,Fulham,Sander Berge,NOR,MF,28-195,1998,1,72,72,80.0,0.8,1,72,0,0,,0,0,2,3,-1,-1.25,-1.25
ENG-Premier League,2627,Fulham,Shea Charles,NIR,"DF,MF",22-296,2003,1,24,24,26.7,0.3,0,,0,1,24,0,0,0,0,0,0.0,1.36
ENG-Premier League,2627,Fulham,Timothy Castagne,BEL,DF,30-266,1995,1,90,90,100.0,1.0,1,90,1,0,,0,0,2,3,-1,-1.0,
ENG-Premier League,2627,Hull City,Bachir Belloumi,ALG,MF,24-088,2002,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,0,2,2.0,
ENG-Premier League,2627,Hull City,Cody Drameh,ENG,"DF,MF",24-263,2001,1,21,21,23.3,0.2,0,,0,1,21,0,3,0,0,0,0.0,-2.61
ENG-Premier League,2627,Hull City,Dillon Phillips,ENG,GK,31-078,1995,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Hull City,Elliot Stroud,SWE,MF,24-067,2002,1,70,70,77.8,0.8,1,70,0,0,,0,3,2,0,2,2.57,2.57
ENG-Premier League,2627,Hull City,Jens Hjertø-Dahl,NOR,MF,20-301,2005,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Hull City,John Egan,IRL,DF,33-312,1992,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,0,2,2.0,
ENG-Premier League,2627,Hull City,Kieran Dowell,ENG,"FW,MF",28-322,1997,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Hull City,Kostas Tzolakis,GRE,GK,23-293,2002,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,0,2,2.0,
ENG-Premier League,2627,Hull City,Lewie Coyle,ENG,DF,30-317,1995,1,69,69,76.7,0.8,1,69,0,0,,0,3,2,0,2,2.61,2.61
ENG-Premier League,2627,Hull City,Liam Millar,CAN,"FW,MF",26-335,1999,1,20,20,22.2,0.2,0,,0,1,20,0,3,0,0,0,0.0,-2.57
ENG-Premier League,2627,Hull City,Lucas Gourna-Douath,FRA,MF,23-023,2003,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Hull City,Lucas Herrington,AUS,DF,18-357,2007,1,27,27,30.0,0.3,0,,0,1,27,0,3,0,0,0,0.0,-2.86
ENG-Premier League,2627,Hull City,Matt Crooks,ENG,MF,32-220,1994,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,0,2,2.0,
ENG-Premier League,2627,Hull City,Matt Targett,ENG,"DF,MF",30-344,1995,1,6,6,6.7,0.1,0,,0,1,6,0,3,0,0,0,0.0,-2.14
ENG-Premier League,2627,Hull City,Nobel Mendy,SEN,DF,21-359,2004,1,63,63,70.0,0.7,1,63,0,0,,0,3,2,0,2,2.86,2.86
ENG-Premier League,2627,Hull City,Oliver McBurnie,SCO,FW,30-085,1996,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,0,2,2.0,
ENG-Premier League,2627,Hull City,Paddy McNair,NIR,"DF,MF",31-123,1995,1,27,27,30.0,0.3,0,,0,1,27,0,3,0,0,0,0.0,-2.86
ENG-Premier League,2627,Hull City,Regan Slater,ENG,MF,26-351,1999,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,0,2,2.0,
ENG-Premier League,2627,Hull City,Ryan Giles,ENG,DF,26-214,2000,1,84,84,93.3,0.9,1,84,0,0,,0,3,2,0,2,2.14,2.14
ENG-Premier League,2627,Hull City,Semi Ajayi,NGA,DF,32-292,1993,1,63,63,70.0,0.7,1,63,0,0,,0,3,2,0,2,2.86,2.86
ENG-Premier League,2627,Ipswich Town,Abdoul Ouattara,FRA,MF,20-310,2005,1,11,11,12.2,0.1,0,,0,1,11,0,3,1,0,1,8.18,8.18
ENG-Premier League,2627,Ipswich Town,Abdul Fatawu Issahaku,GHA,MF,22-173,2004,1,65,65,72.2,0.7,1,65,0,0,,0,3,1,1,0,0.0,-3.6
ENG-Premier League,2627,Ipswich Town,Cameron Humphreys,ENG,MF,22-302,2003,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Ipswich Town,Christian Walton,ENG,GK,30-292,1995,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Ipswich Town,Chuba Akpom,ENG,"FW,MF",30-323,1995,1,25,25,27.8,0.3,0,,0,1,25,0,3,1,0,1,3.6,3.6
ENG-Premier League,2627,Ipswich Town,Cédric Kipré,CIV,DF,29-262,1996,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Ipswich Town,Daizen Maeda,JPN,MF,28-312,1997,1,79,79,87.8,0.9,1,79,0,0,,0,3,1,1,0,0.0,-8.18
ENG-Premier League,2627,Ipswich Town,Dara O'Shea,IRL,DF,27-177,1999,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,1,1,1.0,
ENG-Premier League,2627,Ipswich Town,Darnell Furlong,ENG,"DF,MF",30-301,1995,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Ipswich Town,Emersonn,BRA,FW,22-043,2004,1,65,65,72.2,0.7,1,65,0,0,,0,3,1,1,0,0.0,-3.6
ENG-Premier League,2627,Ipswich Town,Issa Diop,MAR,DF,29-231,1997,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,1,1,1.0,
ENG-Premier League,2627,Ipswich Town,Jack Clarke,ENG,"FW,MF",25-278,2000,1,20,20,22.2,0.2,0,,0,1,20,0,3,1,0,1,4.5,4.5
ENG-Premier League,2627,Ipswich Town,Jacob Greaves,ENG,DF,25-350,2000,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,1,1,1.0,
ENG-Premier League,2627,Ipswich Town,Julio Enciso,PAR,MF,22-217,2004,1,70,70,77.8,0.8,1,70,0,0,,0,3,1,1,0,0.0,-4.5
ENG-Premier League,2627,Ipswich Town,Kasey McAteer,IRL,MF,24-279,2001,1,25,25,27.8,0.3,0,,0,1,25,0,3,1,0,1,3.6,3.6
ENG-Premier League,2627,Ipswich Town,Kjell Scherpen,NED,GK,26-217,2000,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,1,1,1.0,
ENG-Premier League,2627,Ipswich Town,Leif Davis,ENG,DF,26-240,1999,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,1,1,1.0,
ENG-Premier League,2627,Ipswich Town,Marcelino Núñez,CHI,MF,26-180,2000,1,79,79,87.8,0.9,1,79,0,0,,0,3,1,1,0,0.0,-8.18
ENG-Premier League,2627,Ipswich Town,Saša Lukić,SRB,MF,30-015,1996,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,1,1,1.0,
ENG-Premier League,2627,Ipswich Town,Sindre Egeli,NOR,"FW,MF",20-068,2006,1,11,11,12.2,0.1,0,,0,1,11,0,3,1,0,1,8.18,8.18
ENG-Premier League,2627,Leeds United,Alfie Cresswell,ENG,MF,19-044,2007,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Leeds United,Anton Stach,GER,MF,27-286,1998,1,90,90,100.0,1.0,1,90,1,0,,0,3,1,0,1,1.0,
ENG-Premier League,2627,Leeds United,Ao Tanaka,JPN,MF,27-352,1998,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Leeds United,Brenden Aaronson,USA,MF,25-310,2000,1,81,81,90.0,0.9,1,81,0,0,,0,3,0,0,0,0.0,-10.0
ENG-Premier League,2627,Leeds United,Daniel James,WAL,"FW,MF",28-291,1997,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Leeds United,Dominic Calvert-Lewin,ENG,FW,29-165,1997,1,90,90,100.0,1.0,1,90,1,0,,0,3,1,0,1,1.0,
ENG-Premier League,2627,Leeds United,Ethan Ampadu,WAL,MF,25-348,2000,1,90,90,100.0,1.0,1,90,1,0,,0,3,1,0,1,1.0,
ENG-Premier League,2627,Leeds United,Harry Wilson,WAL,MF,29-159,1997,1,65,65,72.2,0.7,1,65,0,0,,0,3,0,0,0,0.0,-3.6
ENG-Premier League,2627,Leeds United,Jaka Bijol,SVN,DF,27-204,1999,1,90,90,100.0,1.0,1,90,1,0,,0,3,1,0,1,1.0,
ENG-Premier League,2627,Leeds United,James Justin,ENG,MF,28-186,1998,1,90,90,100.0,1.0,1,90,1,0,,0,3,1,0,1,1.0,
ENG-Premier League,2627,Leeds United,James Trafford,ENG,GK,23-322,2002,1,90,90,100.0,1.0,1,90,1,0,,0,3,1,0,1,1.0,
ENG-Premier League,2627,Leeds United,Jayden Bogle,ENG,MF,26-032,2000,1,90,90,100.0,1.0,1,90,1,0,,0,3,1,0,1,1.0,
ENG-Premier League,2627,Leeds United,Jayden Lienou,WAL,DF,18-142,2008,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Leeds United,Joe Rodon,WAL,DF,28-310,1997,1,90,90,100.0,1.0,1,90,1,0,,0,3,1,0,1,1.0,
ENG-Premier League,2627,Leeds United,Lucas Perri,BRA,GK,28-261,1997,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Leeds United,Lukas Nmecha,GER,FW,27-257,1998,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Leeds United,Nico Elvedi,SUI,DF,29-332,1996,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Leeds United,Noah Okafor,SUI,"FW,MF",26-096,2000,1,25,25,27.8,0.3,0,,0,1,25,0,3,1,0,1,3.6,3.6
ENG-Premier League,2627,Leeds United,Sean Longstaff,ENG,MF,28-302,1997,1,9,9,10.0,0.1,0,,0,1,9,0,3,1,0,1,10.0,10.0
ENG-Premier League,2627,Leeds United,Tarik Muharemovic,BIH,DF,23-181,2003,1,90,90,100.0,1.0,1,90,1,0,,0,3,1,0,1,1.0,
ENG-Premier League,2627,Liverpool,Alexander Isak,SWE,FW,26-341,1999,1,90,90,100.0,1.0,1,90,1,0,,0,1,2,2,0,0.0,
ENG-Premier League,2627,Liverpool,Alexis Mac Allister,ARG,MF,27-247,1998,1,28,28,31.1,0.3,0,,0,1,28,0,1,1,0,1,3.21,4.67
ENG-Premier League,2627,Liverpool,Alisson,BRA,GK,33-330,1992,1,90,90,100.0,1.0,1,90,1,0,,0,1,2,2,0,0.0,
ENG-Premier League,2627,Liverpool,Cody Gakpo,NED,MF,27-113,1999,1,90,90,100.0,1.0,1,90,1,0,,0,1,2,2,0,0.0,
ENG-Premier League,2627,Liverpool,Dominik Szoboszlai,HUN,MF,25-307,2000,1,90,90,100.0,1.0,1,90,1,0,,0,1,2,2,0,0.0,
ENG-Premier League,2627,Liverpool,Florian Wirtz,GER,MF,23-117,2003,1,62,62,68.9,0.7,1,62,0,0,,0,1,1,2,-1,-1.45,-4.67
ENG-Premier League,2627,Liverpool,Giorgi Mamardashvili,GEO,GK,25-333,2000,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Liverpool,James McConnell,ENG,MF,21-349,2004,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Liverpool,Jeremie Frimpong,NED,DF,25-261,2000,1,90,90,100.0,1.0,1,90,1,0,,0,1,2,2,0,0.0,
ENG-Premier League,2627,Liverpool,Jérémy Jacquet,FRA,DF,21-046,2005,1,69,69,76.7,0.8,1,69,0,0,,0,1,1,2,-1,-1.3,-5.59
ENG-Premier League,2627,Liverpool,Kostas Tsimikas,GRE,DF,30-108,1996,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Liverpool,Lewis Koumas,WAL,MF,20-343,2005,1,13,13,14.4,0.1,0,,0,1,13,0,1,1,0,1,6.92,8.09
ENG-Premier League,2627,Liverpool,Milos Kerkez,HUN,DF,22-294,2003,1,90,90,100.0,1.0,1,90,1,0,,0,1,2,2,0,0.0,
ENG-Premier League,2627,Liverpool,Rio Ngumoha,ENG,MF,17-364,2008,1,62,62,68.9,0.7,1,62,0,0,,0,1,1,2,-1,-1.45,-4.67
ENG-Premier League,2627,Liverpool,Ronald Araújo,URU,DF,27-174,1999,1,21,21,23.3,0.2,0,,0,1,21,0,1,1,0,1,4.29,5.59
ENG-Premier League,2627,Liverpool,Ryan Gravenberch,NED,MF,24-104,2002,1,77,77,85.6,0.9,1,77,0,0,,0,1,1,2,-1,-1.17,-8.09
ENG-Premier League,2627,Liverpool,Trey Nyoni,ENG,MF,19-059,2007,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Liverpool,Virgil van Dijk,NED,DF,35-051,1991,1,90,90,100.0,1.0,1,90,1,0,,0,1,2,2,0,0.0,
ENG-Premier League,2627,Liverpool,Víctor Muñoz,ESP,MF,23-046,2003,1,28,28,31.1,0.3,0,,0,1,28,0,1,1,0,1,3.21,4.67
ENG-Premier League,2627,Liverpool,Wataru Endo,JPN,"DF,MF",33-200,1993,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Manchester City,Abdukodir Khusanov,UZB,DF,22-180,2004,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,1,1,1.0,
ENG-Premier League,2627,Manchester City,Antoine Semenyo,GHA,MF,26-233,2000,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,1,1,1.0,
ENG-Premier League,2627,Manchester City,Elliot Anderson,ENG,MF,23-295,2002,1,62,62,68.9,0.7,1,62,0,0,,0,3,0,1,-1,-1.45,-7.88
ENG-Premier League,2627,Manchester City,Erling Haaland,NOR,FW,26-038,2000,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,1,1,1.0,
ENG-Premier League,2627,Manchester City,Gerónimo Rulli,ARG,GK,34-100,1992,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Manchester City,Gianluigi Donnarumma,ITA,GK,27-184,1999,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,1,1,1.0,
ENG-Premier League,2627,Manchester City,Jack Grealish,ENG,"FW,MF",30-352,1995,1,9,9,10.0,0.1,0,,0,1,9,0,3,2,0,2,20.0,21.11
ENG-Premier League,2627,Manchester City,Joško Gvardiol,CRO,DF,24-217,2002,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,1,1,1.0,
ENG-Premier League,2627,Manchester City,Marc Guéhi,ENG,MF,26-046,2000,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,1,1,1.0,
ENG-Premier League,2627,Manchester City,Mateo Kovačić,CRO,MF,32-114,1994,1,28,28,31.1,0.3,0,,0,1,28,0,3,2,0,2,6.43,7.88
ENG-Premier League,2627,Manchester City,Matheus Nunes,POR,"DF,MF",28-001,1998,1,34,34,37.8,0.4,0,,0,1,34,0,3,2,0,2,5.29,6.9
ENG-Premier League,2627,Manchester City,Nico O'Reilly,ENG,MF,21-160,2005,1,62,62,68.9,0.7,1,62,0,0,,0,3,0,1,-1,-1.45,-7.88
ENG-Premier League,2627,Manchester City,Nicolás González,ESP,MF,24-237,2002,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Manchester City,Omar Marmoush,EGY,"FW,MF",27-202,1999,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Manchester City,Phil Foden,ENG,MF,26-092,2000,1,81,81,90.0,0.9,1,81,0,0,,0,3,0,1,-1,-1.11,-21.11
ENG-Premier League,2627,Manchester City,Rayan Aït-Nouri,ALG,"DF,MF",25-083,2001,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Manchester City,Rayan Cherki,FRA,"FW,MF",23-011,2003,1,28,28,31.1,0.3,0,,0,1,28,0,3,2,0,2,6.43,7.88
ENG-Premier League,2627,Manchester City,Rico Lewis,ENG,DF,21-280,2004,1,56,56,62.2,0.6,1,56,0,0,,0,3,0,1,-1,-1.61,-6.9
ENG-Premier League,2627,Manchester City,Rúben Dias,POR,DF,29-106,1997,1,90,90,100.0,1.0,1,90,1,0,,0,3,2,1,1,1.0,
ENG-Premier League,2627,Manchester City,Vitor Reis,BRA,DF,20-228,2006,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Manchester Utd,Andrey Santos,BRA,MF,22-117,2004,1,66,66,73.3,0.7,1,66,0,0,,0,0,0,2,-2,-2.73,-2.73
ENG-Premier League,2627,Manchester Utd,Ayden Heaven,ENG,DF,19-340,2006,1,90,90,100.0,1.0,1,90,1,0,,0,0,0,2,-2,-2.0,
ENG-Premier League,2627,Manchester Utd,Benjamin Šeško,SVN,FW,23-089,2003,1,24,24,26.7,0.3,0,,0,1,24,0,0,0,0,0,0.0,2.73
ENG-Premier League,2627,Manchester Utd,Bruno Fernandes,POR,MF,31-354,1994,1,90,90,100.0,1.0,1,90,1,0,,0,0,0,2,-2,-2.0,
ENG-Premier League,2627,Manchester Utd,Bryan Mbeumo,CMR,MF,27-021,1999,1,90,90,100.0,1.0,1,90,1,0,,0,0,0,2,-2,-2.0,
ENG-Premier League,2627,Manchester Utd,Diogo Dalot,POR,"DF,MF",27-163,1999,1,11,11,12.2,0.1,0,,0,1,11,0,0,0,0,0,0.0,2.28
ENG-Premier League,2627,Manchester Utd,Harry Maguire,ENG,DF,33-176,1993,1,90,90,100.0,1.0,1,90,1,0,,0,0,0,2,-2,-2.0,
ENG-Premier League,2627,Manchester Utd,Joshua Zirkzee,NED,FW,25-098,2001,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Manchester Utd,Karl Darlow,WAL,GK,35-324,1990,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Manchester Utd,Kobbie Mainoo,ENG,MF,21-131,2005,1,24,24,26.7,0.3,0,,0,1,24,0,0,0,0,0,0.0,2.73
ENG-Premier League,2627,Manchester Utd,Leny Yoro,FRA,DF,20-288,2005,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Manchester Utd,Lisandro Martínez,ARG,"DF,MF",28-222,1998,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Manchester Utd,Luke Shaw,ENG,DF,31-047,1995,1,90,90,100.0,1.0,1,90,1,0,,0,0,0,2,-2,-2.0,
ENG-Premier League,2627,Manchester Utd,Marcus Rashford,ENG,"FW,MF",28-301,1997,1,45,45,50.0,0.5,0,,0,1,45,0,0,0,0,0,0.0,4.0
ENG-Premier League,2627,Manchester Utd,Matheus Cunha,BRA,FW,27-093,1999,1,79,79,87.8,0.9,1,79,0,0,,0,0,0,2,-2,-2.28,-2.28
ENG-Premier League,2627,Manchester Utd,Noussair Mazraoui,MAR,DF,28-287,1997,1,79,79,87.8,0.9,1,79,0,0,,0,0,0,2,-2,-2.28,-2.28
ENG-Premier League,2627,Manchester Utd,Patrick Dorgu,DEN,MF,21-306,2004,1,45,45,50.0,0.5,1,45,0,0,,0,0,0,2,-2,-4.0,-4.0
ENG-Premier League,2627,Manchester Utd,Senne Lammens,BEL,GK,24-052,2002,1,90,90,100.0,1.0,1,90,1,0,,0,0,0,2,-2,-2.0,
ENG-Premier League,2627,Manchester Utd,Shea Lacey,ENG,FW,19-136,2007,1,11,11,12.2,0.1,0,,0,1,11,0,0,0,0,0,0.0,2.28
ENG-Premier League,2627,Manchester Utd,Youri Tielemans,BEL,MF,29-113,1997,1,66,66,73.3,0.7,1,66,0,0,,0,0,0,2,-2,-2.73,-2.73
ENG-Premier League,2627,Newcastle,Aladji Bamba,FRA,MF,20-045,2006,1,15,15,16.7,0.2,0,,0,1,15,0,1,0,1,-1,-6.0,-7.2
ENG-Premier League,2627,Newcastle,Amar Dedić,BIH,DF,24-010,2002,1,90,90,100.0,1.0,1,90,1,0,,0,1,2,2,0,0.0,
ENG-Premier League,2627,Newcastle,Anthony Elanga,SWE,MF,24-123,2002,1,75,75,83.3,0.8,1,75,0,0,,0,1,2,1,1,1.2,7.2
ENG-Premier League,2627,Newcastle,Bazoumana Touré,CIV,MF,20-179,2006,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Newcastle,Ewen Jaouen,FRA,GK,20-242,2005,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Newcastle,Fabian Schär,SUI,DF,34-251,1991,1,1,1,1.1,0.0,0,,0,1,1,0,1,0,1,-1,-90.0,-91.01
ENG-Premier League,2627,Newcastle,Harvey Barnes,ENG,MF,28-262,1997,1,90,90,100.0,1.0,1,90,1,0,,0,1,2,2,0,0.0,
ENG-Premier League,2627,Newcastle,Jacob Murphy,ENG,"DF,FW",31-185,1995,1,15,15,16.7,0.2,0,,0,1,15,0,1,0,1,-1,-6.0,-7.2
ENG-Premier League,2627,Newcastle,Jacob Ramsey,ENG,MF,25-092,2001,1,35,35,38.9,0.4,0,,0,1,35,0,1,1,1,0,0.0,0.0
ENG-Premier League,2627,Newcastle,Joe Willock,ENG,MF,27-008,1999,1,35,35,38.9,0.4,0,,0,1,35,0,1,1,1,0,0.0,0.0
ENG-Premier League,2627,Newcastle,Leo Shahar,ENG,DF,19-163,2007,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Newcastle,Lewis Hall,ENG,DF,21-354,2004,1,90,90,100.0,1.0,1,90,1,0,,0,1,2,2,0,0.0,
ENG-Premier League,2627,Newcastle,Lewis Miley,ENG,MF,20-119,2006,1,75,75,83.3,0.8,1,75,0,0,,0,1,2,1,1,1.2,7.2
ENG-Premier League,2627,Newcastle,Lukáš Horníček,CZE,GK,24-046,2002,1,90,90,100.0,1.0,1,90,1,0,,0,1,2,2,0,0.0,
ENG-Premier League,2627,Newcastle,Malick Thiaw,GER,DF,25-020,2001,1,90,90,100.0,1.0,1,90,1,0,,0,1,2,2,0,0.0,
ENG-Premier League,2627,Newcastle,Nick Woltemade,GER,"FW,MF",24-195,2002,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Newcastle,Sean Steur,NED,MF,18-229,2008,1,55,55,61.1,0.6,1,55,0,0,,0,1,1,1,0,0.0,0.0
ENG-Premier League,2627,Newcastle,Sven Botman,NED,DF,26-228,2000,1,90,90,100.0,1.0,1,90,1,0,,0,1,2,2,0,0.0,
ENG-Premier League,2627,Newcastle,William Osula,DEN,FW,23-024,2003,1,55,55,61.1,0.6,1,55,0,0,,0,1,1,1,0,0.0,0.0
ENG-Premier League,2627,Newcastle,Yoane Wissa,COD,MF,29-359,1996,1,89,89,98.9,1.0,1,89,0,0,,0,1,2,1,1,1.01,91.01
ENG-Premier League,2627,Nottingham,Arnaud Kalimuendo,FRA,FW,24-220,2002,1,1,1,1.1,0.0,0,,0,1,1,0,0,0,0,0,0.0,1.01
ENG-Premier League,2627,Nottingham,Callum Hudson-Odoi,ENG,"FW,MF",25-294,2000,0,,,,,0,,0,0,,1,,,,,,
ENG-Premier League,2627,Nottingham,Chris Wood,NZL,FW,34-264,1991,1,29,29,32.2,0.3,0,,0,1,29,0,0,0,1,-1,-3.1,-3.1
ENG-Premier League,2627,Nottingham,Dan Ndoye,SUI,MF,25-307,2000,1,61,61,67.8,0.7,1,61,0,0,,0,0,0,0,0,0.0,3.1
ENG-Premier League,2627,Nottingham,Ibrahim Sangaré,CIV,MF,28-269,1997,1,90,90,100.0,1.0,1,90,1,0,,0,0,0,1,-1,-1.0,
ENG-Premier League,2627,Nottingham,Igor Jesus,BRA,FW,25-184,2001,1,90,90,100.0,1.0,1,90,1,0,,0,0,0,1,-1,-1.0,
ENG-Premier League,2627,Nottingham,Jair Cunha,BRA,DF,21-174,2005,1,90,90,100.0,1.0,1,90,1,0,,0,0,0,1,-1,-1.0,
